Unnamed: 0,தமிழ் குறள்,ENGLISH VERSE,தமிழ் விளக்கம்,ENGLISH EXPLANATION,Chapters (Adhikarams),அதிகாரம்,இயல்  ,Subdivisions (Iyals),Section (Paal),பால்
1022,ஆள்வினையும் ஆன்ற அறிவும் எனவிரண்டின் நீள்வினையான் நீளும் குடி,"Tasks one takes on with persistence and profound wisdom –
The people shall prosper through them.","என் குடியை உயரச் செய்வேன் என்று முயலும் ஒருவனுக்கு ஊழ், ஆடையைக் கட்டிக் கொண்டு தானே முன் வந்து துணை செய்யும்.","The manly act and knowledge full, when these combine
In deed prolonged, then lengthens out the race's line.
One's family is raised by untiring perseverance in both effort and wise contrivances.
",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1023,குடிசெய்வல் என்னும் ஒருவற்குத் தெய்வம் மடிதற்றுத் தான்முந் துறும்,"“I’ll serve my people,” for the one who so said
God shall gird up his robes and rush to his aid.",தம் குடி உயர்வதற்கான செயலை விரைந்து முயன்று செய்வோர்க்கு அவர் ஆராயமலே அச் செயல் தானே நிறைவேறும்.,"I'll make my race renowned,' if man shall say,
With vest succinct the goddess leads the way.
The Deity will clothe itself and appear before him who resolves on raising his family.
",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1024,சூழாமல் தானே முடிவெய்தும் தங்குடியைத் தாழா துஞற்று பவர்க்கு,"When for his kindred, one perseveres without respite:
With no contriving, on its own, it’ll turn out right.",குற்றம் இல்லாதவனாய்க் குடி உயர்வதற்கான செயல் செய்து வாழ்கின்றவனை உலகத்தார் சுற்றமாக விரும்பிச் சூழ்ந்து கொள்வர்.,"Who labours for his race with unremitting pain,
Without a thought spontaneously, his end will gain.
Those who are prompt in their efforts (to better their family) need no deliberation, such efforts will of themselves succee d.
",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1025,குற்றம் இலனாய்க் குடிசெய்து வாழ்வானைச் சுற்றமாச் சுற்றும் உலகு,"Doing no wrong, the one who serves his kin –
The world shall embrace as its own.",ஒருவனுக்கு நல்ல ஆண்மை என்று சொல்லப்படுவது தான் பிறந்த குடியை ஆளும் சிறப்பைத் தனக்கு உண்டாக்கி கொள்வதாகும்.,"With blameless life who seeks to build his race's fame,
The world shall circle him, and kindred claim.
People will eagerly seek the friendship of the prosperous soul who has raised his family without foul means.
",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1026,நல்லாண்மை என்ப தொருவற்குத் தான்பிறந்த இல்லாண்மை ஆக்கிக் கொளல்,"One will be known for his imposing command when
He takes command of the house where he was born.",போர்க்களத்தில் பலரிடையே பொறுப்பை ஏற்றுக் கொள்ளும் அஞ்சாத வீரரைப் போல் குடியில் பிறந்தவரிடையிலும் தாங்க வல்லவர் மேல் தான் பொறுப்பு உள்ளது.,"Of virtuous manliness the world accords the praise
To him who gives his powers, the house from which he sprang to raise.
A man's true manliness consists in making himself the head and benefactor of his family.",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1027,அமரகத்து வன்கண்ணர் போலத் தமரகத்தும் ஆற்றுவார் மேற்றே பொறை,"Like the bravehearts do on a battlefield
The ablest takes charge of the household.","குடி உயர்வதற்கான செயல் செய்கின்றவர்க்கு உரிய காலம் என்று ஒன்று இல்லை, சோம்பல் கொண்டு தம் மானத்தைக் கருதுவாரானால் குடிப்பெருமைக் கெடும்.","The fearless hero bears the brunt amid the warrior throng;
Amid his kindred so the burthen rests upon the strong.
Like heroes in the battle-field, the burden (of protection etc.) is borne by those who are the most efficient in a family.",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1028,குடிசெய்வார்க் கில்லை பருவம் மடிசெய்து மானங் கருதக் கெடும்,"To serve one’s people look not for the ripe hour
Being lethargic and ego-centric makes all suffer.",தன் குடிக்கு வரக்குடிய குற்றத்தை வராமல் நீக்க முயல்கின்ற ஒருவனுடைய உடம்பு துன்பத்திற்கே இருப்பிடமானதோ.,"Wait for no season, when you would your house uprear;
'Twill perish, if you wait supine, or hold your honour dear.
As a family suffers by (one's) indolence and false dignity there is to be so season (good or bad) to those who strive to raise their family.",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1029,இடும்பைக்கே கொள்கலம் கொல்லோ குடும்பத்தைக் குற்ற மறைப்பான் உடம்பு,"Is his body the bin for all stress
Who shields his kin from distress?","துன்பம் வந்த போது உடனிருந்து தாங்க வல்ல நல்ல ஆள் இல்லாத குடி, துன்பமாகிய கோடாரி அடியில் வெட்டி வீழ்த்த விழுந்துவிடும்.","Is not his body vase that various sorrows fill,
Who would his household screen from every ill?
Is it only to suffering that his body is exposed who undertakes to preserve his family from evil ?
",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1030,இடுக்கண்கால் கொன்றிட வீழும் அடுத்தூன்றும் நல்லாள் இலாத குடி,"The people who have not a good man to lean on
Shall fall with their base shorn by some affliction.","உலகம் பல தொழில் செய்து சுழன்றாலும் ஏர்த் தொழிலின் பின் நிற்கின்றது, அதனால் எவ்வளவு துன்புற்றாலும் உழவுத் தொழிலே சிறந்தது.","When trouble the foundation saps the house must fall,
If no strong hand be nigh to prop the tottering wall.
If there are none to prop up and maintain a family (in distress), it will fall at the stroke of the axe of misfortune.",The Way of Maintaining the Family,குடிசெயல்வகை,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1031,சுழன்றும்ஏர்ப் பின்ன துலகம் அதனால் உழந்தும் உழவே தலை,"The world tails the plough despite other pursuit
Even if one toils, farming remains foremost.","உழவு செய்ய முடியாமல் உயிர் வாழ்கின்றவர், எல்லாரையும் தாங்குவதால், உழவு செய்கின்றவர் உலகத்தாற்கு அச்சாணி போன்றவர்.","Howe'er they roam, the world must follow still the plougher's team;
Though toilsome, culture of the ground as noblest toil esteem.
Agriculture, though laborious, is the most excellent (form of labour); for people, though they go about (in search of various employments), have at last to resort to the farmer.",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1032,உழுவார் உலகத்தார்க் காணியஃ தாற்றா தெழுவாரை எல்லாம் பொறுத்து,"Farmers are the linchpin of the world
All others not farming, it does hold.","உழவு செய்து அதனால் கிடைத்ததைக் கொண்டு வாழ்கின்றவரே உரிமையோடு வாழ்கின்றவர், மற்றவர் எல்லோரும் பிறரைத் தொழுது உண்டு பின் செல்கின்றவரே.","The ploughers are the linch-pin of the world; they bear
Them up who other works perform, too weak its toils to share.
Agriculturists are (as it were) the linch-pin of the world for they support all other workers who cannot till the soil.",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1033,உழுதுண்டு வாழ்வாரே வாழ்வார்மற் றெல்லாம் தொழுதுண்டு பின்செல் பவர்,"Only they live, who eat from what they plough
Others follow, and to eat, they kowtow.","நெல் வளம் உடைய தண்ணளி பொருந்திய உழவர், பல அரசரின் குடை நிழல்களையும் தம் குடையின் கீழ் காணவல்லவர் ஆவர்.","Who ploughing eat their food, they truly live:
The rest to others bend subservient, eating what they give.
They alone live who live by agriculture; all others lead a cringing, dependent life.",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1034,பலகுடை நீழலும் தங்குடைக்கீழ்க் காண்பர் அலகுடை நீழ லவர்,"Who bring their land under their crops’ shade
Many states under their king’s reign shall bade.","கையால் தொழில் செய்து உணவு தேடி உண்ணும் இயல்புடைய தொழிலாளர், பிறரிடம் சென்று இரக்கமாட்டார், தம்மிடம் இரந்தவர்க்கு ஒளிக்காமல் ஒரு பொருள் ஈவார்.","O'er many a land they 'll see their monarch reign,
Whose fields are shaded by the waving grain.
Patriotic farmers desire to bring all other states under the control of their own king.
",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1035,இரவார் இரப்பார்க்கொன் றீவர் கரவாது கைசெய்தூண் மாலை யவர்,"They never beg, nor deny others, givin’ what they seek
Whose nature is to eat what they till and make.","உழவருடைய கை, தொழில் செய்யாமல் மடங்கியிருக்குமானால், விரும்புகின்ற எந்தப் பற்றையும் விட்டுவிட்டோம் என்று கூறும் துறவிகளுக்கும் வாழ்வு இல்லை.","They nothing ask from others, but to askers give,
Who raise with their own hands the food on which they live.
Those whose nature is to live by manual labour will never beg but give something to those who beg.
",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1036,உழவினார் கைம்மடங்கின் இல்லை விழைவதூஉம் விட்டேமென் பார்க்கும் நிலை,"If tillers fold their hands still, sages who say
“I’ve given up desire,” as such cannot stay.","ஒரு பலம் புழுதி கால்பலம் ஆகும்படி உழுது காயவிட்டால், ஒரு பிடி எருவும் இடவேண்டாமல் அந் நிலத்தில் பயிர் செலுத்தி செழித்து விளையும்.","For those who 've left what all men love no place is found,
When they with folded hands remain who till the ground.
If the farmer's hands are slackened, even the ascetic state will fail.
",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1037,தொடிப்புழுதி கஃசா உணக்கின் பிடித்தெருவும் வேண்டாது சாலப் படும்,"If one measure of soil, is turned fine and dried to a quarter,
Good yield needs not a handful of manure.","ஏர் உழுதலை விட எரு இடுதல் நல்லது, இந்த இரண்டும் சேர்ந்துக் களை நீக்கிய பின், நீர் பாய்ச்சுதலை விடக் காவல்காத்தல் நல்லது.","Reduce your soil to that dry state, When ounce is quarter-ounce's weight;
Without one handful of manure, Abundant crops you thus secure.
If the land is dried so as to reduce one ounce of earth to a quarter, it will grow plentifully even without a handful of manure.",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1038,ஏரினும் நன்றால் எருவிடுதல் கட்டபின் நீரினும் நன்றதன் காப்பு,"Worthier than ploughing is to manure the field;
Weeding done, worthier than watering is to secure the yield.",நிலத்திற்கு உரியவன் நிலத்தைச் சென்று பார்க்காமல் வாளா இருந்தால் அந் நிலம் அவனுடைய மனைவியைப் போல் வெறுத்து அவனோடு பிணங்கிவிடும்.,"To cast manure is better than to plough;
Weed well; to guard is more than watering now
Manuring is better than ploughing; after weeding, watching is better than watering (it).",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1039,செல்லான் கிழவன் இருப்பின் நிலம்புலந் தில்லாளின் ஊடி விடும்,"If from the land, her master stays off
Like a wife, she’ll sulk and start a tiff.","எம்மிடம் ஒரு பொருளும் இல்லை என்று எண்ணி வறுமையால் சோம்பியிருப்பவரைக் கண்டால், நிலமகள் தன்னுள் சிரிப்பாள்.","When master from the field aloof hath stood;
Then land will sulk, like wife in angry mood.
If the owner does not (personally) attend to his cultivation, his land will behave like an angry wife and yield him no pleasure.
",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1040,இலமென் றசைஇ இருப்பாரைக் காணின் நிலமென்னும் நல்லாள் நகும்,"Seeing them say, “We have not” and loiter
The Fair Lady Earth scorns them with laughter.","வறுமையைப் போல் துன்பமானது எது என்று கேட்டால், வறுமையைப் போல் துன்பமானது வறுமை ஒன்றே ஆகும்.","The earth, that kindly dame, will laugh to see,
Men seated idle pleading poverty.
The maiden, Earth, will laug h at the sight of those who plead poverty and lead an idle life.",Agriculture,உழவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1041,இன்மையின் இன்னாத தியாதெனின் இன்மையின் இன்மையே இன்னா தது,"If you ask, what torments more than poverty:
Only poverty can torment more than poverty.","வறுமை என்று சொல்லப்படும் பாவி ஒருவனை நெருங்கினால், அவனுக்கு மறுமையின்பமும், இன்மையின்பமும் இல்லாமற் போகும் நிலைமை வரும்.","You ask what sharper pain than poverty is known;
Nothing pains more than poverty, save poverty alone.
There is nothing that afflicts (one) like poverty.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1042,இன்மை எனவொரு பாவி மறுமையும் இம்மையும் இன்றி வரும்,"Poverty is a wretch;
This life and the next does it snatch.","வறுமை என்று சொல்லப்படும் ஆசைநிலை ஒருவனைப் பற்றினால், அவனுடைய பழைமையானக் குடிப் பண்பையும் புகழையும் ஒரு சேரக் கெடுக்கும்.","Malefactor matchless! poverty destroys
This world's and the next world's joys.
When cruel poverty comes on, it deprives one of both the present and future (bliss).
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1043,தொல்வரவும் தோலும் கெடுக்கும் தொகையாக நல்குர வென்னும் நசை,"Ancestral legacy and parlance crumble in totality
Due to hankering caused by poverty.","வறுமை என்பது, நல்ல குடியிற் பிறந்தவரிடத்திலும் இழிவு தரும் சொல் பிறப்பதற்குக் காரணமான சோர்வை உண்டாக்கி விடும்.","Importunate desire, which poverty men name,
Destroys both old descent and goodly fame.
Hankering poverty destroys at once the greatness of (one's) ancient descent and (the dignity of one's) speech.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1044,இற்பிறந்தார் கண்ணேயும் இன்மை இளிவந்த சொற்பிறக்கும் சோர்வு தரும்,"From the high-born too, vile words may be born
When deprivation makes them so cast down.",வறுமை என்று சொல்லப்படும் துன்ப நிலையினுள் பலவகையாக வேறுபட்டுள்ள எல்லாத் துன்பங்களும் சென்று விளைந்திடும்.,"From penury will spring, 'mid even those of noble race,
Oblivion that gives birth to words that bring disgrace.
Even in those of high birth, poverty will produce the fault of uttering mean words.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1045,நல்குர வென்னும் இடும்பையுள் பல்குரைத் துன்பங்கள் சென்று படும்,"From the one misery named penury
Emanates many a worry.",நல்ல நூற் பொருளை நன்றாக உணர்ந்து எடுத்துச் சொன்னப் போதிலும் வறியவர் சொன்ன சொற்பொருள் கேட்பார் இல்லாமல் பயன்படாமல் போகும்.,"From poverty, that grievous woe,
Attendant sorrows plenteous grow.
The misery of poverty brings in its train many (more) miseries.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1046,நற்பொருள் நன்குணர்ந்து சொல்லினும் நல்கூர்ந்தார் சொற்பொருள் சோர்வு படும்,"After deep reflection they may say words of deep essence
Yet what the poor say may be seen to have no sense.",அறத்தோடு பொருந்தாத வறுமை ஒருவனைச் சேர்ந்தால் பெற்றத் தாயாலும் அவன் அயலானைப் போல் புறக்கணித்துப் பார்க்கப்படுவான்.,"Though deepest sense, well understood, the poor man's words convey,
Their sense from memory of mankind will fade away.
The words of the poor are profitless, though they may be sound in thought and clear in expression.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1047,அறஞ்சாரா நல்குர வீன்றதா யானும் பிறன்போல நோக்கப் படும்,"Poverty aligned to no virtue makes even one’s mother
Who bore bore him, to see him as a misfit.","நேற்றும் கொலை செய்தது போல் துன்புறுத்திய வறுமை இன்றும் என்னிடம் வருமோ, (என்று வறியவன் நாள்தோறும் கலங்கி வருந்துவான்).","From indigence devoid of virtue's grace,
The mother e'en that bare, estranged, will turn her face.
He that is reduced to absolute poverty will be regarded as a stranger even by his own mother.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1048,இன்றும் வருவது கொல்லோ நெருநலும் கொன்றது போலும் நிரப்பு,"Did not my privation kill me yesterday?
Does it have to be back again today?","ஒருவன் நெருப்பினுள் இருந்து தூங்குதலும் முடியும், ஆனால் வறுமை நிலையில் எவ்வகையாலும் கண்மூடித் தூங்குதல் அரிது.","And will it come today as yesterday,
The grief of want that eats my soul away?
Is the poverty that almost killed me yesterday, to meet me today too ?
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1049,நெருப்பினுள் துஞ்சலும் ஆகும் நிரப்பினுள் யாதொன்றும் கண்பா டரிது,"One may snatch a nap amidst raging fire
But can not sleep a wink in poverty dire.","நுகரும் பொருள் இல்லாத வறியவர் முற்றுந் துறக்க கூடியவராக இருந்தும் துறக்காத காரணம், உப்புக்கும் கஞ்சிக்கும் எமனாக இருப்பதே ஆகும்.","Amid the flames sleep may men's eyelids close,
In poverty the eye knows no repose.
One may sleep in the midst of fire; but by no means in the midst of poverty.
",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1050,துப்புர வில்லார் துவரத் துறவாமை உப்பிற்கும் காடிக்கும் கூற்று,"When want does not make one give up desire
It spells doom for salt and sour gruel next door.","இரந்து கேட்க தக்கவரைக் கண்டால் அவனிடம் இரக்க வேண்டும், அவர் இல்லை என்று ஒளிப்பாரானால் அது அவர்க்கு பழி, தமக்கு பழி அன்று.","Unless the destitute will utterly themselves deny,
They cause their neighbour's salt and vinegar to die.
The destitute poor, who do not renounce their bodies, only consume their neighbour's salt and water.",Poverty,நல்குரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1051,இரக்க இரத்தக்கார்க் காணின் கரப்பின் அவர்பழி தம்பழி அன்று,"Seeks alms if you find those worthy of benefaction;
If they refuse, blame is theirs and not yours.","இரந்து கேட்ட பொருள் துன்பமுறாமல் கிடைக்குமானால், அவ்வாறு இரத்தலும் இன்பம் என்று சொல்லத் தக்கதாகும்.","When those you find from whom 'tis meet to ask,- for aid apply;
Theirs is the sin, not yours, if they the gift deny.
If you meet with those that may be begged of, you may beg; (but) if they withhold (their gift) it is their blame and not yours.",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1052,இன்பம் ஒருவற் கிரத்தல் இரந்தவை துன்பம் உறாஅ வரின்,"Seeking alms causes us great delight
If what is sought is got without any plight.","ஒளிப்பு இல்லாத நெஞ்சும், கடைமையுணர்ச்சியும், உள்ளவரின் முன்னே நின்று இரந்து பொருள் கேட்பதும் ஓர் அழகு உடையதாகும்.","Even to ask an alms may pleasure give,
If what you ask without annoyance you receive.
Even begging may be pleasant, if what is begged for is obtained without grief (to him that begs).
",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1053,கரப்பிலா நெஞ்சிற் கடனறிவார் முன்னின் றிரப்புமோர் ஏஎர் உடைத்து,"With ungrudging hearts, they view charity as a duty
To stand before them and beg – there’s a beauty!",உள்ளதை மறைத்துக் கூறும் தன்மையைக் கனவிலும் அறியாதவரிடத்தில் இரந்து கேட்பதும் பிறர்க்கு கொடுப்பதைப் போன்ற சிறப்புடையது.,"The men who nought deny, but know what's due, before their face
To stand as suppliants affords especial grace.
There is even a beauty in standing before and begging of those who are liberal in their gifts and understand their duty (to beggars).",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1054,இரத்தலும் ஈதலே போலும் கரத்தல் கனவிலும் தேற்றாதார் மாட்டு,"They know not withholding even in their dreams
Same as giving it seems, asking them for alms.","ஒருவர் முன் நின்று இரப்பவர் அந்த இரத்தலை மேற்கொள்வது, உள்ளதை இல்லை என்று ஒளித்துக்கூறாத நன்மைகள் உலகத்தில் இருப்பதால் தான்.","Like giving alms, may even asking pleasant seem,
From men who of denial never even dream.
To beg of such as never think of withholding (their charity) even in their dreams, is in fact the same as giving (it oneself);",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1055,கரப்பிலார் வையகத் துண்மையாற் கண்ணின் றிரப்பவர் மேற்கொள் வது,"That the world has them who give and nothing conceal
Is why others appear before them and for alms appeal.","உள்ளதை ஒளிக்கும் துன்பநிலை இல்லாதவரைக் கண்டால், இரப்பவரின் வறுமைத் துன்பம் எல்லாம் ஒரு சேரக் கெடும்.உள்ளதை ஒளிக்கும் துன்பநிலை இல்லாதவரைக் கண்டால், இரப்பவரின் வறுமைத் துன்பம் எல்லாம் ஒரு சேரக் கெடும்.","Because on earth the men exist, who never say them nay,
Men bear to stand before their eyes for help to pray.
As there are in the world those that give without refusing, there are (also) those that prefer to beg by simply standing before them.",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1056,கரப்பிடும்பை யில்லாரைக் காணின் நிரப்பிடும்பை யெல்லா மொருங்கு கெடும்,"When we see those without the folly of concealing
Gone are all the ills of having nothing.","இகழ்ந்து எள்ளாமல் பொருள் கொடுப்பவரைக் கண்டால், இரப்பவரின் உள்ளம் மகிழ்ந்து உள்ளுக்குள்ளே உவகை அடையும் தன்மையுடையதாகும்.","It those you find from evil of 'denial' free,
At once all plague of poverty will flee.
All the evil of begging will be removed at the sight of those who are far from the evil of refusing.
",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1057,இகழ்ந்தெள்ளா தீவாரைக் காணின் மகிழ்ந்துள்ளம் உள்ளுள் உவப்ப துடைத்து,"Seeing givers who do not mock and deride
The heart delights and rejoices deep inside.","இரப்பவர் இல்லையானால், இப் பெரிய உலகின் இயக்கம் மரத்தால் செய்த பாவை கயிற்றினால் ஆட்டப்பட்டுச் சென்று வந்தாற் போன்றதாகும்.","If men are found who give and no harsh words of scorn employ,
The minds of askers, through and through, will thrill with joy.
Beggars rejoice exceedingly when they behold those who bestow (their alms) with kindness and courtesy.
",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1058,இரப்பாரை யில்லாயின் ஈர்ங்கண்மா ஞாலம் மரப்பாவை சென்றுவந் தற்று,"If there be no mendicants, this vast moist world
Will resemble wooden puppets that come and go.","பொருள் இல்லை என்று இரந்து அதைப் பெற்றுக் கொள்ள விரும்புவோர் இல்லாதபோது, பொருள் கொடுப்பவனிடத்தில் என்ன புகழ் உண்டாகும்.","If askers cease, the mighty earth, where cooling fountains flow,
Will be a stage where wooden puppets come and go.
If there were no beggars, (the actions done in) the cool wide world would only resemble the movement of a puppet.",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1059,ஈவார்கண் என்னுண்டாம் தோற்றம் இரந்துகோள் மேவார் இலாஅக் கடை,"Ah, what is there to brag about those who give
If there be none to seek and gladly receive.","இரப்பவன் எவரிடத்திலும் சினம் கொள்ளாதிருக்க வேண்டும், அவன் அடைந்துள்ள வறுமைத் துன்பமே அவனுக்கு அறிவு புகட்டும் சான்றாக அமையும்.","What glory will there be to men of generous soul,
When none are found to love the askers' role?
What (praise) would there be to givers (of alms) if there were no beggars to ask for and reveive (them).
",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1060,இரப்பான் வெகுளாமை வேண்டும் நிரப்பிடும்பை தானேயும் சாலும் கரி,"The denied mendicant should never feel indignant
The pain of poverty is proof enough of its worth.",உள்ளதை மறைக்காமல் உள்ளம் மகிழ்ந்து கொடுக்கும் கண்போல் சிறந்தவரிடத்திலும் சென்று இரவாமலிருப்பதே கோடி மடங்கு நல்லதாகும்.,"Askers refused from wrath must stand aloof;
The plague of poverty itself is ample proof.
He who begs ought not to be angry (at a refusal); for even the misery of (his own) poverty should be a sufficient reason (for so doing).",Mendicancy,இரவு,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1061,கரவா துவந்தீயும் கண்ணன்னார் கண்ணும் இரவாமை கோடி உறும்,"Not concealing, they give with joy, and are as dear as eyes;
Yet, to resist asking even from them is worth crores.","உலகத்தை படைத்தவன் உலகில் சிலர் இரந்தும் உயிர்வாழுமாறு ஏற்படுத்தியிருந்தால், அவன் இரப்பவரைப் போல் எங்கும் அலைந்து கெடுவானாக.","Ten million-fold 'tis greater gain, asking no alms to live,
Even from those, like eyes in worth, who nought concealing gladly give.
Not to beg (at all) even from those excellent persons who cheerfully give without refusing, will do immense good.",The Dread of Mendicancy,இரவச்சம்,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1062,இரந்தும் உயிர்வாழ்தல் வேண்டின் பரந்து கெடுக உலகியற்றி யான்,"Having to beg for survival, if anyone is destined,
The Maker of this world be damned.","வறுமைத் துன்பத்தை இரப்பதன் வாயிலாகத் தீர்ப்போம், என்று கருதி முயற்சியைக் கைவிட்ட வன்மையைப் போல் வன்மையானது வேறு இல்லை.","If he that shaped the world desires that men should begging go,
Through life's long course, let him a wanderer be and perish so.
If the Creator of the world has decreed even begging as a means of livelihood, may he too go abegging and perish.",The Dread of Mendicancy,இரவச்சம்,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1063,இன்மை இடும்பை இரந்துதீர் வாமென்னும் வன்மையின் வன்பாட்ட தில்,"Nothing can be more brazen than
Banking on charity to end deprivation.","வாழ வழி இல்லாத போதும் இரந்து கேட்க உடன்படாத சால்பு, உலகத்தில் இடமெல்லாம் கொள்ளாத அவ்வளவு பொருமையுடையதாகும்.","Nothing is harder than the hardness that will say,
'The plague of penury by asking alms we'll drive away.'
There is no greater folly than the boldness with which one seeks to remedy the evils of poverty by begging (rather than by working).",The Dread of Mendicancy,இரவச்சம்,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1064,இடமெல்லாம் கொள்ளாத் தகைத்தே இடமில்லாக் காலும் இரவொல்லாச் சால்பு,"No place is adequate to hold their nobility
When, in direst straits, they seek no charity.","தெளிந்த நீர் போல் சமைத்த கூழே ஆனாலும், முயற்சியால் கிடைத்ததை உண்பதைவிட இனிமையானது வேறொன்றும் இல்லை.","Who ne'er consent to beg in utmost need, their worth
Has excellence of greatness that transcends the earth.
Even the whole world cannot sufficiently praise the dignity that would not beg even in the midst of destitution.
",The Dread of Mendicancy,இரவச்சம்,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1065,தெண்ணீர் அடுபுற்கை ஆயினும் தாள்தந்த துண்ணலின் ஊங்கினிய தில்,"Mere gruel made of clear water tastes sweetest
When it is earned through earnest effort.","பசுவிற்கு நீர் வேண்டும் என்று அறம் நோக்கி இரந்து கேட்டாலும், இர த்தலை விட நாவிற்கு இழிவானது மற்றொன்று இல்லை.","Nothing is sweeter than to taste the toil-won cheer,
Though mess of pottage as tasteless as the water clear.
Even thin gruel is ambrosia to him who has obtained it by labour.
",The Dread of Mendicancy,இரவச்சம்,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
1066,ஆவிற்கு நீரென் றிரப்பினும் நாவிற் கிரவின் இளிவந்த தில்,"Nothing but begging shames the tongue more
Even if what is sought is water for the cow.",இரந்து கேட்பதனால் உள்ளதை ஒளிப்பவரிடத்தில் சென்று இரக்க வேண்டுடாம் என்று இரப்பவர் எல்லோரையும் இரந்து வேண்டுகின்றேன்.,"E'en if a draught of water for a cow you ask,
Nought's so distasteful to the tongue as beggar's task.
There is nothing more disgraceful to one's tongue than to use it in begging water even for a cow.
",The Dread of Mendicancy,இரவச்சம்,ஒழிப்பியல் ,Miscellaneous,WEALTH,பொருட்பால்
